"TranscriptId","TranscriptText"
"1724554710790-6725","""Salesperson: Good afternoon, this is Emily from CloudTech Solutions. Am I speaking with Ms. Davis?\n\nMs. Davis: Yes, this is Sarah Davis.\n\nSalesperson: Hi Ms. Davis, I hope I'm not catching you at a bad time. I'm reaching out because I noticed your company recently expanded its operations, and I wanted to discuss how our cloud-based project management software could help streamline your processes. Do you have a few minutes to chat?\n\nMs. Davis: I suppose I can spare a few minutes. What exactly does your software do?\n\nSalesperson: Thank you for your time, Ms. Davis. Our software, CloudProject, is designed to help businesses like yours manage complex projects more efficiently. It offers real-time collaboration, resource allocation, and progress tracking all in one platform. Can you tell me a bit about how your team currently manages projects?\n\nMs. Davis: We're using a combination of spreadsheets and email right now. It works, but it's not ideal, especially with our recent growth.\n\nSalesperson: I see. Many of our clients were in a similar position before switching to CloudProject. What would you say are the biggest challenges you're facing with your current system?\n\nMs. Davis: Well, it's becoming increasingly difficult to keep everyone on the same page. We're wasting time in meetings just trying to figure out who's doing what and what's been completed.\n\nSalesperson: That's a common issue, and it's exactly the kind of problem CloudProject is designed to solve. Our platform provides a central hub where all team members can see task assignments, deadlines, and progress in real-time. How do you think that kind of visibility would impact your team's productivity?\n\nMs. Davis: It could certainly help reduce some of the confusion we're experiencing. How difficult is it to implement and train staff on using it?\n\nSalesperson: Great question. We pride ourselves on making the transition as smooth as possible. We offer a comprehensive onboarding process, including personalized training sessions for your team. Most of our clients find that their teams are up and running comfortably within a week. Would you be interested in seeing a demo of how CloudProject works?\n\nMs. Davis: A demo could be helpful. When could we do that?\n\nSalesperson: I'd be happy to set that up for you. I have some availability tomorrow afternoon or Friday morning. Which would work better for you?\n\nMs. Davis: Friday morning would be preferable.\n\nSalesperson: Excellent. How does 10 AM on Friday sound? I can send you a calendar invite with a link to our video conference platform.\n\nMs. Davis: 10 AM Friday works for me.\n\nSalesperson: Perfect, I'll send that invite right over. Before we wrap up, do you have any other questions about CloudProject or our company?\n\nMs. Davis: Not at the moment, but I'm sure I'll have some during the demo.\n\nSalesperson: Of course. I'll make sure to leave plenty of time for questions during our session. Thank you so much for your time today, Ms. Davis. I'm looking forward to showing you how CloudProject can help streamline your operations on Friday.\n\nMs. Davis: Thank you, Emily. I'll see you then.\n\nSalesperson: Great, have a wonderful rest of your day!"""
"1724554690620-3495","""Salesperson: Hello, Mrs. Johnson. My name is Sarah from Hometown Realty. I saw that you were interested in selling your home and would like to learn more about you and how we can work together. Do you have a few minutes to discuss selling your home?\n\nMrs. Johnson: Oh, hello Sarah. Yes, I've been thinking about selling. I suppose I have a few minutes.\n\nSalesperson: Wonderful, thank you for your time. May I ask what's prompting you to consider selling at this time?\n\nMrs. Johnson: Well, we're empty nesters now, and this house feels too big for just the two of us.\n\nSalesperson: I completely understand. Many of our clients find themselves in similar situations. Have you given any thought to what kind of home you'd like to move into?\n\nMrs. Johnson: We're thinking maybe a condo or a smaller house, something with less maintenance.\n\nSalesperson: That's a great idea. Hometown Realty has a wide range of properties that might suit your needs. Before we dive into that, though, I'd love to learn more about your current home. How long have you lived there?\n\nMrs. Johnson: It's been about 25 years now.\n\nSalesperson: Wonderful, so you've really made it a home. In your time there, have you made any major renovations or upgrades?\n\nMrs. Johnson: Yes, we remodeled the kitchen about 5 years ago and put in new windows last year.\n\nSalesperson: Those are excellent selling points. Buyers love updated kitchens and energy-efficient windows. Mrs. Johnson, based on what you've told me, I believe we could put together a very attractive listing for your home. Would you be interested in having me come by for a free, no-obligation home valuation? I could give you a better idea of what your home might sell for in the current market.\n\nMrs. Johnson: That sounds helpful. When could you do that?\n\nSalesperson: I have some availability this week. How does Thursday afternoon around 2 PM work for you?\n\nMrs. Johnson: Thursday at 2 would be fine.\n\nSalesperson: Excellent, I'll put that in my calendar. Thank you so much for your time today, Mrs. Johnson. I'm looking forward to meeting you in person and helping you transition to the next chapter of your life. Is there anything else you'd like to know before we wrap up?\n\nMrs. Johnson: No, I think that covers it for now. Thank you, Sarah.\n\nSalesperson: You're very welcome. Have a great day, and I'll see you on Thursday!"""
"1724554700440-4641","""Salesperson: Hi, Mr. Thompson. My name is Alex from Digital Boost Marketing. I noticed you weren't investing in social media marketing and wanted to ask you a few questions about why you've decided to stray away from this type of marketing and learn more about what you do and your challenges in reaching customers. Is now a good time to talk?\n\nMr. Thompson: Hi Alex. I have a few minutes now, I suppose.\n\nSalesperson: Great, thank you. First, could you tell me a bit about your business? What products or services do you offer?\n\nMr. Thompson: We're a local bakery specializing in artisanal breads and pastries.\n\nSalesperson: That sounds delicious! How long have you been in business?\n\nMr. Thompson: We've been around for about 10 years now.\n\nSalesperson: Congratulations on a decade of success! That's quite an achievement. Can you tell me about your current marketing efforts? How are you typically reaching your customers?\n\nMr. Thompson: Well, we mostly rely on word of mouth and some local print ads. We have a website, but it's pretty basic.\n\nSalesperson: I see. And how has that been working for you? Are you seeing the growth you'd like?\n\nMr. Thompson: It's been okay, but we've plateaued a bit lately. We'd like to attract more younger customers.\n\nSalesperson: That's exactly where social media marketing could help. Platforms like Instagram and Facebook are perfect for showcasing beautiful photos of your baked goods and connecting with younger demographics. May I ask why you haven't explored social media marketing yet?\n\nMr. Thompson: Honestly, it just seems overwhelming. We're not very tech-savvy here, and we're always so busy with the day-to-day operations.\n\nSalesperson: I completely understand. Many of our clients felt the same way before working with us. That's where we come in - we can handle all aspects of your social media presence, from setting up accounts to creating content and engaging with your audience. Would you be interested in hearing about how we've helped other local businesses like yours increase their customer base through social media?\n\nMr. Thompson: Well, I suppose it couldn't hurt to learn more.\n\nSalesperson: Great! Let me give you a quick example. We worked with a local coffee shop last year, and within six months of implementing a social media strategy, they saw a 30% increase in foot traffic, primarily from the under-35 demographic. We could potentially achieve similar results for your bakery. Would you like to schedule a free consultation where we can do a deep dive into your business goals and how we might be able to help you achieve them?\n\nMr. Thompson: That does sound interesting. When could we do that?\n\nSalesperson: I have some availability next week. How does Tuesday at 10 AM sound? We could do it via video call or in person at your bakery, whichever you prefer.\n\nMr. Thompson: Tuesday at 10 works. Let's do it at the bakery.\n\nSalesperson: Perfect! I'm looking forward to meeting you and seeing your bakery. Before we wrap up, do you have any questions for me?\n\nMr. Thompson: Not right now, thanks.\n\nSalesperson: Alright, thank you for your time today, Mr. Thompson. I'll send you a calendar invite for Tuesday at 10 AM. Have a great day, and I'm excited to help your bakery reach new customers!"""
"1724554462905-6153","""Salesperson: Hi, Mr. Thompson. My name is Alex from Digital Boost Marketing. I noticed you weren't investing in social media marketing and wanted to ask you a few questions about why you've decided to stray away from this type of marketing and learn more about what you do and your challenges in reaching customers. Is now a good time to talk?\n\nMr. Thompson: Hi Alex. I have a few minutes now, I suppose.\n\nSalesperson: Great, thank you. First, could you tell me a bit about your business? What products or services do you offer?\n\nMr. Thompson: We're a local bakery specializing in artisanal breads and pastries.\n\nSalesperson: That sounds delicious! How long have you been in business?\n\nMr. Thompson: We've been around for about 10 years now.\n\nSalesperson: Congratulations on a decade of success! That's quite an achievement. Can you tell me about your current marketing efforts? How are you typically reaching your customers?\n\nMr. Thompson: Well, we mostly rely on word of mouth and some local print ads. We have a website, but it's pretty basic.\n\nSalesperson: I see. And how has that been working for you? Are you seeing the growth you'd like?\n\nMr. Thompson: It's been okay, but we've plateaued a bit lately. We'd like to attract more younger customers.\n\nSalesperson: That's exactly where social media marketing could help. Platforms like Instagram and Facebook are perfect for showcasing beautiful photos of your baked goods and connecting with younger demographics. May I ask why you haven't explored social media marketing yet?\n\nMr. Thompson: Honestly, it just seems overwhelming. We're not very tech-savvy here, and we're always so busy with the day-to-day operations.\n\nSalesperson: I completely understand. Many of our clients felt the same way before working with us. That's where we come in - we can handle all aspects of your social media presence, from setting up accounts to creating content and engaging with your audience. Would you be interested in hearing about how we've helped other local businesses like yours increase their customer base through social media?\n\nMr. Thompson: Well, I suppose it couldn't hurt to learn more.\n\nSalesperson: Great! Let me give you a quick example. We worked with a local coffee shop last year, and within six months of implementing a social media strategy, they saw a 30% increase in foot traffic, primarily from the under-35 demographic. We could potentially achieve similar results for your bakery. Would you like to schedule a free consultation where we can do a deep dive into your business goals and how we might be able to help you achieve them?\n\nMr. Thompson: That does sound interesting. When could we do that?\n\nSalesperson: I have some availability next week. How does Tuesday at 10 AM sound? We could do it via video call or in person at your bakery, whichever you prefer.\n\nMr. Thompson: Tuesday at 10 works. Let's do it at the bakery.\n\nSalesperson: Perfect! I'm looking forward to meeting you and seeing your bakery. Before we wrap up, do you have any questions for me?\n\nMr. Thompson: Not right now, thanks.\n\nSalesperson: Alright, thank you for your time today, Mr. Thompson. I'll send you a calendar invite for Tuesday at 10 AM. Have a great day, and I'm excited to help your bakery reach new customers!"""
"1724554703474-7693","""Salesperson: Hi, Mr. Thompson. My name is Alex from Digital Boost Marketing. I noticed you weren't investing in social media marketing and wanted to ask you a few questions about why you've decided to stray away from this type of marketing and learn more about what you do and your challenges in reaching customers. Is now a good time to talk?\n\nMr. Thompson: Hi Alex. I have a few minutes now, I suppose.\n\nSalesperson: Great, thank you. First, could you tell me a bit about your business? What products or services do you offer?\n\nMr. Thompson: We're a local bakery specializing in artisanal breads and pastries.\n\nSalesperson: That sounds delicious! How long have you been in business?\n\nMr. Thompson: We've been around for about 10 years now.\n\nSalesperson: Congratulations on a decade of success! That's quite an achievement. Can you tell me about your current marketing efforts? How are you typically reaching your customers?\n\nMr. Thompson: Well, we mostly rely on word of mouth and some local print ads. We have a website, but it's pretty basic.\n\nSalesperson: I see. And how has that been working for you? Are you seeing the growth you'd like?\n\nMr. Thompson: It's been okay, but we've plateaued a bit lately. We'd like to attract more younger customers.\n\nSalesperson: That's exactly where social media marketing could help. Platforms like Instagram and Facebook are perfect for showcasing beautiful photos of your baked goods and connecting with younger demographics. May I ask why you haven't explored social media marketing yet?\n\nMr. Thompson: Honestly, it just seems overwhelming. We're not very tech-savvy here, and we're always so busy with the day-to-day operations.\n\nSalesperson: I completely understand. Many of our clients felt the same way before working with us. That's where we come in - we can handle all aspects of your social media presence, from setting up accounts to creating content and engaging with your audience. Would you be interested in hearing about how we've helped other local businesses like yours increase their customer base through social media?\n\nMr. Thompson: Well, I suppose it couldn't hurt to learn more.\n\nSalesperson: Great! Let me give you a quick example. We worked with a local coffee shop last year, and within six months of implementing a social media strategy, they saw a 30% increase in foot traffic, primarily from the under-35 demographic. We could potentially achieve similar results for your bakery. Would you like to schedule a free consultation where we can do a deep dive into your business goals and how we might be able to help you achieve them?\n\nMr. Thompson: That does sound interesting. When could we do that?\n\nSalesperson: I have some availability next week. How does Tuesday at 10 AM sound? We could do it via video call or in person at your bakery, whichever you prefer.\n\nMr. Thompson: Tuesday at 10 works. Let's do it at the bakery.\n\nSalesperson: Perfect! I'm looking forward to meeting you and seeing your bakery. Before we wrap up, do you have any questions for me?\n\nMr. Thompson: Not right now, thanks.\n\nSalesperson: Alright, thank you for your time today, Mr. Thompson. I'll send you a calendar invite for Tuesday at 10 AM. Have a great day, and I'm excited to help your bakery reach new customers!"""
"1724545508608-7171","""Sebastian introduces himself as the founder and CEO of Rilla Voice, a company that provides speech analytics for outside sales and service. Their focus is on analyzing conversations of door-to-door representatives, roofing reps, solar reps, and anyone who speaks face-to-face with customers. The process involves using a mobile app to record customer conversations, which are then analyzed using AI to help improve sales techniques.\n  \n  Sebastian explains that the idea for Rilla Voice came from a previous startup where they worked with major brands. They realized that 85% of sales and commerce still happens offline, with limited visibility into these interactions. Understanding what people think by analyzing what they say became the foundation for Rilla Voice.\n  \n  Using roofing sales as an example, Sebastian describes how their analytics revealed key differences between top performers and newer reps. Top performers focused on specific pain points like missing shingles and debris in about 80% of their conversations. This approach made them three to four times more likely to book an appointment compared to newer reps who used different pitching strategies.\n  \n  Another crucial insight from their analytics is the importance of the talk ratio - how much the salesperson talks versus the customer. For door-to-door conversations, the ideal talk ratio is around 75-85% for the salesperson. However, for inspections or adjuster meetings, the ratio should decrease to about 50-60%, emphasizing the importance of listening in sales."""
"1724554701626-4986","""Salesperson: Hi, Mr. Thompson. My name is Alex from Digital Boost Marketing. I noticed you weren't investing in social media marketing and wanted to ask you a few questions about why you've decided to stray away from this type of marketing and learn more about what you do and your challenges in reaching customers. Is now a good time to talk?\n\nMr. Thompson: Hi Alex. I have a few minutes now, I suppose.\n\nSalesperson: Great, thank you. First, could you tell me a bit about your business? What products or services do you offer?\n\nMr. Thompson: We're a local bakery specializing in artisanal breads and pastries.\n\nSalesperson: That sounds delicious! How long have you been in business?\n\nMr. Thompson: We've been around for about 10 years now.\n\nSalesperson: Congratulations on a decade of success! That's quite an achievement. Can you tell me about your current marketing efforts? How are you typically reaching your customers?\n\nMr. Thompson: Well, we mostly rely on word of mouth and some local print ads. We have a website, but it's pretty basic.\n\nSalesperson: I see. And how has that been working for you? Are you seeing the growth you'd like?\n\nMr. Thompson: It's been okay, but we've plateaued a bit lately. We'd like to attract more younger customers.\n\nSalesperson: That's exactly where social media marketing could help. Platforms like Instagram and Facebook are perfect for showcasing beautiful photos of your baked goods and connecting with younger demographics. May I ask why you haven't explored social media marketing yet?\n\nMr. Thompson: Honestly, it just seems overwhelming. We're not very tech-savvy here, and we're always so busy with the day-to-day operations.\n\nSalesperson: I completely understand. Many of our clients felt the same way before working with us. That's where we come in - we can handle all aspects of your social media presence, from setting up accounts to creating content and engaging with your audience. Would you be interested in hearing about how we've helped other local businesses like yours increase their customer base through social media?\n\nMr. Thompson: Well, I suppose it couldn't hurt to learn more.\n\nSalesperson: Great! Let me give you a quick example. We worked with a local coffee shop last year, and within six months of implementing a social media strategy, they saw a 30% increase in foot traffic, primarily from the under-35 demographic. We could potentially achieve similar results for your bakery. Would you like to schedule a free consultation where we can do a deep dive into your business goals and how we might be able to help you achieve them?\n\nMr. Thompson: That does sound interesting. When could we do that?\n\nSalesperson: I have some availability next week. How does Tuesday at 10 AM sound? We could do it via video call or in person at your bakery, whichever you prefer.\n\nMr. Thompson: Tuesday at 10 works. Let's do it at the bakery.\n\nSalesperson: Perfect! I'm looking forward to meeting you and seeing your bakery. Before we wrap up, do you have any questions for me?\n\nMr. Thompson: Not right now, thanks.\n\nSalesperson: Alright, thank you for your time today, Mr. Thompson. I'll send you a calendar invite for Tuesday at 10 AM. Have a great day, and I'm excited to help your bakery reach new customers!"""
"1724553434966-9542","hi guys i'm sebastian founder and ceo of vrilla voice and we build speech analytics to capture insights from the billions of conversations that happen in physical stores uh if you think of a retail sales associative fast food worker bank teller flight attendant these consumer-facing employees wear a microphone connected to their phone from there our ai listens and it captures uh these conversations um and what you'll see here is that it's separating the speakers dealing with the noise and then it comes up with these series of transcripts that we use special text to transcribe so that you see it very clearly and then you get to see a bunch of analytics that we capture with natural language processing and the problem that we are solving here is that for companies that sell and distributed products offline it's very very hard to capture data they have to use focus group surveys and a bunch of mystery shoppers and these roundabout ways of collecting data they're super expensive they have to spend millions of dollars to only get a very very little data and it's very inaccurate and very slow and with this you can empower your business with the millions and millions of conversations that your actual employees are having with actual customers in actual consumption environments um so with that uh i'll wrap it up and thank you guys for listening"
"1724552219062-6143","hi guys i'm sebastian founder and ceo of vrilla voice and we build speech analytics to capture insights from the billions of conversations that happen in physical stores uh if you think of a retail sales associative fast food worker bank teller flight attendant these consumer-facing employees wear a microphone connected to their phone from there our ai listens and it captures uh these conversations um and what you'll see here is that it's separating the speakers dealing with the noise and then it comes up with these series of transcripts that we use special text to transcribe so that you see it very clearly and then you get to see a bunch of analytics that we capture with natural language processing and the problem that we are solving here is that for companies that sell and distributed products offline it's very very hard to capture data they have to use focus group surveys and a bunch of mystery shoppers and these roundabout ways of collecting data they're super expensive they have to spend millions of dollars to only get a very very little data and it's very inaccurate and very slow and with this you can empower your business with the millions and millions of conversations that your actual employees are having with actual customers in actual consumption environments um so with that uh i'll wrap it up and thank you guys for listening"
"1724553664065-252","""Chris started coding in college, not as a child like many founders. He initially planned to study biomedical engineering but switched to computer science after taking his first programming course as a sophomore. He found he loved being able to solve problems with just a laptop.\n\n    After college, Chris took a job at Morgan Stanley but quickly realized the corporate world wasn't for him. He regrets not taking more risks early in his career.\n\n    Chris co-founded Rilla Voice in late 2019. They are building conversation intelligence tools for field sales, using AI to analyze sales conversations and provide feedback. The company has grown rapidly, reaching over $10 million in annual recurring revenue by January 2024. Their goal is to reach $100 million ARR by January 2025.\n\n    When hiring, Chris looks for """"high slope"""" individuals - people who can learn and grow quickly. He cares more about someone's potential and ability to figure things out than their current knowledge. For startups, he says it's important to find people who can solve problems from first principles and adapt to rapidly changing environments.\n\n    Chris encourages aspiring founders and engineers to pursue side projects they're genuinely curious about. He believes following your interests and building things you find fun is the best way to learn and develop skills that will be valuable for startups."""
"1724553438320-9850","hi guys i'm sebastian founder and ceo of vrilla voice and we build speech analytics to capture insights from the billions of conversations that happen in physical stores uh if you think of a retail sales associative fast food worker bank teller flight attendant these consumer-facing employees wear a microphone connected to their phone from there our ai listens and it captures uh these conversations um and what you'll see here is that it's separating the speakers dealing with the noise and then it comes up with these series of transcripts that we use special text to transcribe so that you see it very clearly and then you get to see a bunch of analytics that we capture with natural language processing and the problem that we are solving here is that for companies that sell and distributed products offline it's very very hard to capture data they have to use focus group surveys and a bunch of mystery shoppers and these roundabout ways of collecting data they're super expensive they have to spend millions of dollars to only get a very very little data and it's very inaccurate and very slow and with this you can empower your business with the millions and millions of conversations that your actual employees are having with actual customers in actual consumption environments um so with that uh i'll wrap it up and thank you guys for listening"
"1724546758847-9402","""Sebastian: Hi, I'm Sebastian, the founder and CEO of Rilla Voice. We provide speech analytics for outside sales and service. Our focus is on analyzing conversations of door-to-door representatives, roofing reps, solar reps, and anyone who speaks face-to-face with customers. We use a mobile app to record customer conversations, which are then analyzed using AI to help improve sales techniques.\n\nThe idea for Rilla Voice came from a previous startup where we worked with major brands. We realized that 85% of sales and commerce still happens offline, with limited visibility into these interactions. Understanding what people think by analyzing what they say became the foundation for Rilla Voice.\n\nLet me give you an example using roofing sales. Our analytics revealed key differences between top performers and newer reps. Top performers focused on specific pain points like missing shingles and debris in about 80% of their conversations. This approach made them three to four times more likely to book an appointment compared to newer reps who used different pitching strategies.\n\nAnother crucial insight from our analytics is the importance of the talk ratio - how much the salesperson talks versus the customer. For door-to-door conversations, the ideal talk ratio is around 75-85% for the salesperson. However, for inspections or adjuster meetings, the ratio should decrease to about 50-60%, emphasizing the importance of listening in sales.\n\nAt Rilla Voice, we're committed to providing these valuable insights into offline sales interactions, helping companies improve their sales strategies and performance. Our goal is to bring visibility and data-driven decision making to the world of face-to-face sales, which has been largely overlooked by technology until now."""
"1724554311865-5860","""Salesperson: Hello, Mrs. Johnson. My name is Sarah from Hometown Realty. I saw that you were interested in selling your home and would like to learn more about you and how we can work together. Do you have a few minutes to discuss selling your home?\n\nMrs. Johnson: Oh, hello Sarah. Yes, I've been thinking about selling. I suppose I have a few minutes.\n\nSalesperson: Wonderful, thank you for your time. May I ask what's prompting you to consider selling at this time?\n\nMrs. Johnson: Well, we're empty nesters now, and this house feels too big for just the two of us.\n\nSalesperson: I completely understand. Many of our clients find themselves in similar situations. Have you given any thought to what kind of home you'd like to move into?\n\nMrs. Johnson: We're thinking maybe a condo or a smaller house, something with less maintenance.\n\nSalesperson: That's a great idea. Hometown Realty has a wide range of properties that might suit your needs. Before we dive into that, though, I'd love to learn more about your current home. How long have you lived there?\n\nMrs. Johnson: It's been about 25 years now.\n\nSalesperson: Wonderful, so you've really made it a home. In your time there, have you made any major renovations or upgrades?\n\nMrs. Johnson: Yes, we remodeled the kitchen about 5 years ago and put in new windows last year.\n\nSalesperson: Those are excellent selling points. Buyers love updated kitchens and energy-efficient windows. Mrs. Johnson, based on what you've told me, I believe we could put together a very attractive listing for your home. Would you be interested in having me come by for a free, no-obligation home valuation? I could give you a better idea of what your home might sell for in the current market.\n\nMrs. Johnson: That sounds helpful. When could you do that?\n\nSalesperson: I have some availability this week. How does Thursday afternoon around 2 PM work for you?\n\nMrs. Johnson: Thursday at 2 would be fine.\n\nSalesperson: Excellent, I'll put that in my calendar. Thank you so much for your time today, Mrs. Johnson. I'm looking forward to meeting you in person and helping you transition to the next chapter of your life. Is there anything else you'd like to know before we wrap up?\n\nMrs. Johnson: No, I think that covers it for now. Thank you, Sarah.\n\nSalesperson: You're very welcome. Have a great day, and I'll see you on Thursday!"""
"1724516524432-6079","Updated transcript text for testing from gateway."
"1724517066104-2099","update works now"
"1724553997601-7772","""Rilla Voice offers an innovative virtual ride-along service tailored for sales and service teams, with a particular focus on outside sales in industries like home services and contracting. Their system revolutionizes the traditional ride-along process by leveraging technology to create a more efficient and scalable coaching method.\n\n  At the core of Rilla's service is an audio recording system that captures sales conversations during customer visits or service calls. These recordings are then transcribed into text format, providing a written record of each interaction. Rilla's AI technology analyzes these transcripts and conversations, extracting valuable insights and generating concise summaries of each sales encounter.\n\n  The platform goes beyond mere transcription by offering robust analytics based on the recorded conversations. This data-driven approach allows sales managers to gain a comprehensive understanding of their team's performance and identify areas for improvement. Managers can review the transcripts, recordings, and summaries at their convenience, adding comments and creating highlights to use in coaching sessions.\n\n  One of the key benefits of Rilla's system is its ability to facilitate remote coaching. Sales managers can provide detailed feedback and guidance to their reps based on the transcripts and analysis, without the need to be physically present during sales calls. This virtual approach saves considerable time and resources, allowing managers to coach more frequently and efficiently.\n\n  The platform also tracks important performance metrics such as conversion rates and average ticket prices. By monitoring these key indicators, sales teams can measure the impact of their coaching efforts and track improvement over time. This data-driven approach enables more targeted and effective sales training, ultimately leading to better results for the organization.\n\n  In essence, Rilla's virtual ride-along service transforms the way sales teams operate, providing unprecedented visibility into every sales conversation and empowering managers to coach their teams more effectively. By leveraging technology to create """"virtual"""" ride-alongs, Rilla helps companies save time, improve coaching efficiency, and ultimately drive better sales performance."""
"1724554475204-109","""Salesperson: Hi, Mr. Thompson. My name is Alex from Digital Boost Marketing. I noticed you weren't investing in social media marketing and wanted to ask you a few questions about why you've decided to stray away from this type of marketing and learn more about what you do and your challenges in reaching customers. Is now a good time to talk?\n\nMr. Thompson: Hi Alex. I have a few minutes now, I suppose.\n\nSalesperson: Great, thank you. First, could you tell me a bit about your business? What products or services do you offer?\n\nMr. Thompson: We're a local bakery specializing in artisanal breads and pastries.\n\nSalesperson: That sounds delicious! How long have you been in business?\n\nMr. Thompson: We've been around for about 10 years now.\n\nSalesperson: Congratulations on a decade of success! That's quite an achievement. Can you tell me about your current marketing efforts? How are you typically reaching your customers?\n\nMr. Thompson: Well, we mostly rely on word of mouth and some local print ads. We have a website, but it's pretty basic.\n\nSalesperson: I see. And how has that been working for you? Are you seeing the growth you'd like?\n\nMr. Thompson: It's been okay, but we've plateaued a bit lately. We'd like to attract more younger customers.\n\nSalesperson: That's exactly where social media marketing could help. Platforms like Instagram and Facebook are perfect for showcasing beautiful photos of your baked goods and connecting with younger demographics. May I ask why you haven't explored social media marketing yet?\n\nMr. Thompson: Honestly, it just seems overwhelming. We're not very tech-savvy here, and we're always so busy with the day-to-day operations.\n\nSalesperson: I completely understand. Many of our clients felt the same way before working with us. That's where we come in - we can handle all aspects of your social media presence, from setting up accounts to creating content and engaging with your audience. Would you be interested in hearing about how we've helped other local businesses like yours increase their customer base through social media?\n\nMr. Thompson: Well, I suppose it couldn't hurt to learn more.\n\nSalesperson: Great! Let me give you a quick example. We worked with a local coffee shop last year, and within six months of implementing a social media strategy, they saw a 30% increase in foot traffic, primarily from the under-35 demographic. We could potentially achieve similar results for your bakery. Would you like to schedule a free consultation where we can do a deep dive into your business goals and how we might be able to help you achieve them?\n\nMr. Thompson: That does sound interesting. When could we do that?\n\nSalesperson: I have some availability next week. How does Tuesday at 10 AM sound? We could do it via video call or in person at your bakery, whichever you prefer.\n\nMr. Thompson: Tuesday at 10 works. Let's do it at the bakery.\n\nSalesperson: Perfect! I'm looking forward to meeting you and seeing your bakery. Before we wrap up, do you have any questions for me?\n\nMr. Thompson: Not right now, thanks.\n\nSalesperson: Alright, thank you for your time today, Mr. Thompson. I'll send you a calendar invite for Tuesday at 10 AM. Have a great day, and I'm excited to help your bakery reach new customers!"""
"1724553665115-6619","""Chris started coding in college, not as a child like many founders. He initially planned to study biomedical engineering but switched to computer science after taking his first programming course as a sophomore. He found he loved being able to solve problems with just a laptop.\n\n    After college, Chris took a job at Morgan Stanley but quickly realized the corporate world wasn't for him. He regrets not taking more risks early in his career.\n\n    Chris co-founded Rilla Voice in late 2019. They are building conversation intelligence tools for field sales, using AI to analyze sales conversations and provide feedback. The company has grown rapidly, reaching over $10 million in annual recurring revenue by January 2024. Their goal is to reach $100 million ARR by January 2025.\n\n    When hiring, Chris looks for """"high slope"""" individuals - people who can learn and grow quickly. He cares more about someone's potential and ability to figure things out than their current knowledge. For startups, he says it's important to find people who can solve problems from first principles and adapt to rapidly changing environments.\n\n    Chris encourages aspiring founders and engineers to pursue side projects they're genuinely curious about. He believes following your interests and building things you find fun is the best way to learn and develop skills that will be valuable for startups."""
"1724552219058-7040","hi guys i'm sebastian founder and ceo of vrilla voice and we build speech analytics to capture insights from the billions of conversations that happen in physical stores uh if you think of a retail sales associative fast food worker bank teller flight attendant these consumer-facing employees wear a microphone connected to their phone from there our ai listens and it captures uh these conversations um and what you'll see here is that it's separating the speakers dealing with the noise and then it comes up with these series of transcripts that we use special text to transcribe so that you see it very clearly and then you get to see a bunch of analytics that we capture with natural language processing and the problem that we are solving here is that for companies that sell and distributed products offline it's very very hard to capture data they have to use focus group surveys and a bunch of mystery shoppers and these roundabout ways of collecting data they're super expensive they have to spend millions of dollars to only get a very very little data and it's very inaccurate and very slow and with this you can empower your business with the millions and millions of conversations that your actual employees are having with actual customers in actual consumption environments um so with that uh i'll wrap it up and thank you guys for listening"
